Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Lupin;Not only was she a singularly gifted witch she was also an uncommonly kind woman.;['not', 'only', 'was', 'she', 'a', 'singularly', 'gifted', 'witch', 'she', 'was', 'also', 'an', 'uncommonly', 'kind', 'woman'];['not', 'only', 'wa', 'she', 'a', 'singularly', 'gifted', 'witch', 'she', 'wa', 'also', 'an', 'uncommonly', 'kind', 'woman'];['singularly', 'gifted', 'witch', 'also', 'uncommonly', 'kind', 'woman']
Lupin;She had a way of seeing the beauty in others even, and most especially, when that person could not see it in themselves.;['she', 'had', 'a', 'way', 'of', 'seeing', 'the', 'beauty', 'in', 'others', 'even', 'and', 'most', 'especially', 'when', 'that', 'person', 'could', 'not', 'see', 'it', 'in', 'themselves'];['she', 'had', 'a', 'way', 'of', 'seeing', 'the', 'beauty', 'in', 'others', 'even', 'and', 'most', 'especially', 'when', 'that', 'person', 'could', 'not', 'see', 'it', 'in', 'themselves'];['way', 'seeing', 'beauty', 'others', 'even', 'especially', 'person', 'could']
Lupin;And your father, James, on the other hand he...;['and', 'your', 'father', 'james', 'on', 'the', 'other', 'hand', 'he'];['and', 'your', 'father', 'james', 'on', 'the', 'other', 'hand', 'he'];['father', 'james', 'hand']
Lupin;He had a certain, shall we say, talent for trouble.;['he', 'had', 'a', 'certain', 'shall', 'we', 'say', 'talent', 'for', 'trouble'];['he', 'had', 'a', 'certain', 'shall', 'we', 'say', 'talent', 'for', 'trouble'];['certain', 'shall', 'say', 'talent', 'trouble']
Lupin;A talent, rumor has it, he passed on to you.;['a', 'talent', 'rumor', 'has', 'it', 'he', 'passed', 'on', 'to', 'you'];['a', 'talent', 'rumor', 'ha', 'it', 'he', 'passed', 'on', 'to', 'you'];['talent', 'rumor', 'passed']
Lupin;You're more like them than you know, Harry.;['you', 'more', 'like', 'them', 'than', 'you', 'know', 'harry'];['you', 'more', 'like', 'them', 'than', 'you', 'know', 'harry'];['like', 'harry']
Lupin;In time, you'll come to see just how much.;['in', 'time', 'you', 'come', 'to', 'see', 'just', 'how', 'much'];['in', 'time', 'you', 'come', 'to', 'see', 'just', 'how', 'much'];['time', 'much']
Ron;Honeyduke's Sweetshop is brilliant, but nothing beats Zonko's Joke Shop.;['honeyduke', 'sweetshop', 'is', 'brilliant', 'but', 'nothing', 'beats', 'zonko', 'joke', 'shop'];['honeyduke', 'sweetshop', 'is', 'brilliant', 'but', 'nothing', 'beat', 'zonko', 'joke', 'shop'];['honeyduke', 'sweetshop', 'brilliant', 'nothing', 'beat', 'zonko', 'joke', 'shop']
Ron;We never got to go to the Shrieking Shack.;['we', 'never', 'got', 'to', 'go', 'to', 'the', 'shrieking', 'shack'];['we', 'never', 'got', 'to', 'go', 'to', 'the', 'shrieking', 'shack'];['never', 'shrieking', 'shack']
Ron;You heard it's the most...;['you', 'heard', 'it', 'the', 'most'];['you', 'heard', 'it', 'the', 'most'];['heard']
Harry;Haunted building in Britain. I know.;['haunted', 'building', 'in', 'britain', 'i', 'know'];['haunted', 'building', 'in', 'britain', 'i', 'know'];['haunted', 'building', 'britain']
Harry;What's going on?;['what', 'going', 'on'];['what', 'going', 'on'];['going']
Ron;Probably Neville forgot the password again.;['probably', 'neville', 'forgot', 'the', 'password', 'again'];['probably', 'neville', 'forgot', 'the', 'password', 'again'];['probably', 'neville', 'forgot', 'password']
Neville;Hey.;['hey'];['hey'];['hey']
Ron;Oh, you're there.;['oh', 'you', 'there'];['oh', 'you', 'there'];['oh']
Percy;Let me through, please.;['let', 'me', 'through', 'please'];['let', 'me', 'through', 'please'];['let', 'please']
Percy;Excuse me! I'm Head Boy!;['excuse', 'me', 'i', 'head', 'boy'];['excuse', 'me', 'i', 'head', 'boy'];['excuse', 'head', 'boy']
Percy;Get back, all of you.;['get', 'back', 'all', 'of', 'you'];['get', 'back', 'all', 'of', 'you'];['back']
Percy;No one is to enter this dormitory until it's been searched.;['no', 'one', 'is', 'to', 'enter', 'this', 'dormitory', 'until', 'it', 'been', 'searched'];['no', 'one', 'is', 'to', 'enter', 'this', 'dormitory', 'until', 'it', 'been', 'searched'];['one', 'enter', 'dormitory', 'searched']
Ginny;The Fat Lady! She's gone!;['the', 'fat', 'lady', 'she', 'gone'];['the', 'fat', 'lady', 'she', 'gone'];['fat', 'lady', 'gone']
Ron;Serves her right.;['serves', 'her', 'right'];['serf', 'her', 'right'];['serf', 'right']
Ron;She was a terrible singer.;['she', 'was', 'a', 'terrible', 'singer'];['she', 'wa', 'a', 'terrible', 'singer'];['terrible', 'singer']
Hermione;It's not funny, Ron.;['it', 'not', 'funny', 'ron'];['it', 'not', 'funny', 'ron'];['funny', 'ron']
Percy;Keep calm, everyone. Break into fours.;['keep', 'calm', 'everyone', 'break', 'into', 'fours'];['keep', 'calm', 'everyone', 'break', 'into', 'four'];['keep', 'calm', 'everyone', 'break', 'four']
Percy;Back to your common room.;['back', 'to', 'your', 'common', 'room'];['back', 'to', 'your', 'common', 'room'];['back', 'common', 'room']
Percy;Be quiet. Make way.;['be', 'quiet', 'make', 'way'];['be', 'quiet', 'make', 'way'];['quiet', 'make', 'way']
Percy;The headmaster's here.;['the', 'headmaster', 'here'];['the', 'headmaster', 'here'];['headmaster']
Filch;Come on, move.;['come', 'on', 'move'];['come', 'on', 'move'];['move']
Percy;You heard. Move!;['you', 'heard', 'move'];['you', 'heard', 'move'];['heard', 'move']
Dumbledore;Mr. Filch? Round up the ghosts.;['filch', 'round', 'up', 'the', 'ghosts'];['filch', 'round', 'up', 'the', 'ghost'];['filch', 'round', 'ghost']
Dumbledore;Tell them to search every painting in the castle to find the Fat Lady.;['tell', 'them', 'to', 'search', 'every', 'painting', 'in', 'the', 'castle', 'to', 'find', 'the', 'fat', 'lady'];['tell', 'them', 'to', 'search', 'every', 'painting', 'in', 'the', 'castle', 'to', 'find', 'the', 'fat', 'lady'];['tell', 'search', 'every', 'painting', 'castle', 'find', 'fat', 'lady']
Filch;There's no need for ghosts, professor.;['there', 'no', 'need', 'for', 'ghosts', 'professor'];['there', 'no', 'need', 'for', 'ghost', 'professor'];['need', 'ghost', 'professor']
Filch;The Fat Lady's there.;['the', 'fat', 'lady', 'there'];['the', 'fat', 'lady', 'there'];['fat', 'lady']
Percy;Mind where you're going! Slow down!;['mind', 'where', 'you', 'going', 'slow', 'down'];['mind', 'where', 'you', 'going', 'slow', 'down'];['mind', 'going', 'slow']
Percy;You listen! I'm Head Boy!;['you', 'listen', 'i', 'head', 'boy'];['you', 'listen', 'i', 'head', 'boy'];['listen', 'head', 'boy']
Percy;Come back here!;['come', 'back', 'here'];['come', 'back', 'here'];['back']
Dumbledore;Keep moving!;['keep', 'moving'];['keep', 'moving'];['keep', 'moving']
Dumbledore;Dear lady, who did this to you?;['dear', 'lady', 'who', 'did', 'this', 'to', 'you'];['dear', 'lady', 'who', 'did', 'this', 'to', 'you'];['dear', 'lady']
Fat Lady;Eyes like the devil, he's got, and a soul as dark as his name.;['eyes', 'like', 'the', 'devil', 'he', 'got', 'and', 'a', 'soul', 'as', 'dark', 'as', 'his', 'name'];['eye', 'like', 'the', 'devil', 'he', 'got', 'and', 'a', 'soul', 'a', 'dark', 'a', 'his', 'name'];['eye', 'like', 'devil', 'soul', 'dark', 'name']
Fat Lady;It's him, headmaster.;['it', 'him', 'headmaster'];['it', 'him', 'headmaster'];['headmaster']
Fat Lady;The one they all talk about.;['the', 'one', 'they', 'all', 'talk', 'about'];['the', 'one', 'they', 'all', 'talk', 'about'];['one', 'talk']
Fat Lady;He's here, somewhere in the castle!;['he', 'here', 'somewhere', 'in', 'the', 'castle'];['he', 'here', 'somewhere', 'in', 'the', 'castle'];['somewhere', 'castle']
Fat Lady;Sirius Black!;['sirius', 'black'];['sirius', 'black'];['sirius', 'black']
Dumbledore;Secure the castle, Mr. Filch.;['secure', 'the', 'castle', 'filch'];['secure', 'the', 'castle', 'filch'];['secure', 'castle', 'filch']
Dumbledore;The rest of you, to the Great Hall.;['the', 'rest', 'of', 'you', 'to', 'the', 'great', 'hall'];['the', 'rest', 'of', 'you', 'to', 'the', 'great', 'hall'];['rest', 'great', 'hall']
Filch;I've searched the Astronomy Tower and the Owlery. ;['i', 'searched', 'the', 'astronomy', 'tower', 'and', 'the', 'owlery'];['i', 'searched', 'the', 'astronomy', 'tower', 'and', 'the', 'owlery'];['searched', 'astronomy', 'tower', 'owlery']
Filch;There's nothing there.;['there', 'nothing', 'there'];['there', 'nothing', 'there'];['nothing']
Dumbledore;Thank you.;['thank', 'you'];['thank', 'you'];['thank']
Teacher;The third floor's clear too, sir.;['the', 'third', 'floor', 'clear', 'too', 'sir'];['the', 'third', 'floor', 'clear', 'too', 'sir'];['third', 'floor', 'clear', 'sir']
Dumbledore;Very good.;['very', 'good'];['very', 'good'];['good']
Snape;I've done the dungeons.;['i', 'done', 'the', 'dungeons'];['i', 'done', 'the', 'dungeon'];['done', 'dungeon']
Snape;No sign of Black, nor anywhere else in the castle.;['no', 'sign', 'of', 'black', 'nor', 'anywhere', 'else', 'in', 'the', 'castle'];['no', 'sign', 'of', 'black', 'nor', 'anywhere', 'else', 'in', 'the', 'castle'];['sign', 'black', 'anywhere', 'else', 'castle']
Dumbledore;I didn't really expect him to linger.;['i', 'did', 'really', 'expect', 'him', 'to', 'linger'];['i', 'did', 'really', 'expect', 'him', 'to', 'linger'];['really', 'expect', 'linger']
Snape;Remarkable feat, don't you think?;['remarkable', 'feat', 'do', 'you', 'think'];['remarkable', 'feat', 'do', 'you', 'think'];['remarkable', 'feat', 'think']
Snape;To enter Hogwarts Castle on one's own completely undetected?;['to', 'enter', 'hogwarts', 'castle', 'on', 'one', 'own', 'completely', 'undetected'];['to', 'enter', 'hogwarts', 'castle', 'on', 'one', 'own', 'completely', 'undetected'];['enter', 'hogwarts', 'castle', 'one', 'completely', 'undetected']
Dumbledore;Quite remarkable, yes.;['quite', 'remarkable', 'yes'];['quite', 'remarkable', 'yes'];['quite', 'remarkable']
Snape;Any theories on how he managed it?;['any', 'theories', 'on', 'how', 'he', 'managed', 'it'];['any', 'theory', 'on', 'how', 'he', 'managed', 'it'];['theory', 'managed']
Dumbledore;Many. Each as unlikely as the next.;['many', 'each', 'as', 'unlikely', 'as', 'the', 'next'];['many', 'each', 'a', 'unlikely', 'a', 'the', 'next'];['many', 'unlikely', 'next']
Snape;You may recall prior to the start of term I expressed concerns about your appointment of Professor...;['you', 'may', 'recall', 'prior', 'to', 'the', 'start', 'of', 'term', 'i', 'expressed', 'concerns', 'about', 'your', 'appointment', 'of', 'professor'];['you', 'may', 'recall', 'prior', 'to', 'the', 'start', 'of', 'term', 'i', 'expressed', 'concern', 'about', 'your', 'appointment', 'of', 'professor'];['may', 'recall', 'prior', 'start', 'term', 'expressed', 'concern', 'appointment', 'professor']
Dumbledore;Not a single professor inside this castle would help Sirius Black enter it.;['not', 'a', 'single', 'professor', 'inside', 'this', 'castle', 'would', 'help', 'sirius', 'black', 'enter', 'it'];['not', 'a', 'single', 'professor', 'inside', 'this', 'castle', 'would', 'help', 'sirius', 'black', 'enter', 'it'];['single', 'professor', 'inside', 'castle', 'would', 'help', 'sirius', 'black', 'enter']
Dumbledore;I'm quite convinced the castle is safe and I'm more than willing to send the students to their houses.;['i', 'quite', 'convinced', 'the', 'castle', 'is', 'safe', 'and', 'i', 'more', 'than', 'willing', 'to', 'send', 'the', 'students', 'to', 'their', 'houses'];['i', 'quite', 'convinced', 'the', 'castle', 'is', 'safe', 'and', 'i', 'more', 'than', 'willing', 'to', 'send', 'the', 'student', 'to', 'their', 'house'];['quite', 'convinced', 'castle', 'safe', 'willing', 'send', 'student', 'house']
Snape;What about Potter?;['what', 'about', 'potter'];['what', 'about', 'potter'];['potter']
Snape;Should he be warned?;['should', 'he', 'be', 'warned'];['should', 'he', 'be', 'warned'];['warned']
Dumbledore;Perhaps. But for now, let him sleep.;['perhaps', 'but', 'for', 'now', 'let', 'him', 'sleep'];['perhaps', 'but', 'for', 'now', 'let', 'him', 'sleep'];['perhaps', 'let', 'sleep']
Dumbledore;For in dreams, we enter a world that's entirely our own.;['for', 'in', 'dreams', 'we', 'enter', 'a', 'world', 'that', 'entirely', 'our', 'own'];['for', 'in', 'dream', 'we', 'enter', 'a', 'world', 'that', 'entirely', 'our', 'own'];['dream', 'enter', 'world', 'entirely']
Dumbledore;Let them swim in the deepest ocean or glide over the highest cloud.;['let', 'them', 'swim', 'in', 'the', 'deepest', 'ocean', 'or', 'glide', 'over', 'the', 'highest', 'cloud'];['let', 'them', 'swim', 'in', 'the', 'deepest', 'ocean', 'or', 'glide', 'over', 'the', 'highest', 'cloud'];['let', 'swim', 'deepest', 'ocean', 'glide', 'highest', 'cloud']
Snape;Turn to page 394.;['turn', 'to', 'page'];['turn', 'to', 'page'];['turn', 'page']
Harry;Excuse me, sir.;['excuse', 'me', 'sir'];['excuse', 'me', 'sir'];['excuse', 'sir']
Harry;Where's Professor Lupin?;['where', 'professor', 'lupin'];['where', 'professor', 'lupin'];['professor', 'lupin']
Snape;That's not really your concern, is it, Potter?;['that', 'not', 'really', 'your', 'concern', 'is', 'it', 'potter'];['that', 'not', 'really', 'your', 'concern', 'is', 'it', 'potter'];['really', 'concern', 'potter']
Snape;Suffice it to say your professor finds himself incapable of teaching at the present time.;['suffice', 'it', 'to', 'say', 'your', 'professor', 'finds', 'himself', 'incapable', 'of', 'teaching', 'at', 'the', 'present', 'time'];['suffice', 'it', 'to', 'say', 'your', 'professor', 'find', 'himself', 'incapable', 'of', 'teaching', 'at', 'the', 'present', 'time'];['suffice', 'say', 'professor', 'find', 'incapable', 'teaching', 'present', 'time']
Snape;Turn to page 394.;['turn', 'to', 'page'];['turn', 'to', 'page'];['turn', 'page']
Ron;Werewolves?;['werewolves'];['werewolf'];['werewolf']
Hermione;Sir, we just learned about red caps and hinkypunks.;['sir', 'we', 'just', 'learned', 'about', 'red', 'caps', 'and', 'hinkypunks'];['sir', 'we', 'just', 'learned', 'about', 'red', 'cap', 'and', 'hinkypunks'];['sir', 'learned', 'red', 'cap', 'hinkypunks']
Hermione;We're not meant to start that for weeks.;['we', 'not', 'meant', 'to', 'start', 'that', 'for', 'weeks'];['we', 'not', 'meant', 'to', 'start', 'that', 'for', 'week'];['meant', 'start', 'week']
Snape;Quiet.;['quiet'];['quiet'];['quiet']
Ron;When did she come in?;['when', 'did', 'she', 'come', 'in'];['when', 'did', 'she', 'come', 'in'];[]
Ron;Did you see her come in?;['did', 'you', 'see', 'her', 'come', 'in'];['did', 'you', 'see', 'her', 'come', 'in'];[]
Snape;Now, which one of you can tell me the difference between an Animagus and a werewolf?;['now', 'which', 'one', 'of', 'you', 'can', 'tell', 'me', 'the', 'difference', 'between', 'an', 'animagus', 'and', 'a', 'werewolf'];['now', 'which', 'one', 'of', 'you', 'can', 'tell', 'me', 'the', 'difference', 'between', 'an', 'animagus', 'and', 'a', 'werewolf'];['one', 'tell', 'difference', 'animagus', 'werewolf']
Snape;No one?;['no', 'one'];['no', 'one'];['one']
Snape;How disappointing.;['how', 'disappointing'];['how', 'disappointing'];['disappointing']
Hermione;Please, sir.;['please', 'sir'];['please', 'sir'];['please', 'sir']
Hermione;An Animagus is a wizard who elects to turn into an animal.;['an', 'animagus', 'is', 'a', 'wizard', 'who', 'elects', 'to', 'turn', 'into', 'an', 'animal'];['an', 'animagus', 'is', 'a', 'wizard', 'who', 'elect', 'to', 'turn', 'into', 'an', 'animal'];['animagus', 'wizard', 'elect', 'turn', 'animal']
Hermione;A werewolf has no choice.;['a', 'werewolf', 'has', 'no', 'choice'];['a', 'werewolf', 'ha', 'no', 'choice'];['werewolf', 'choice']
Hermione;With each full moon he no longer remembers who he is.;['with', 'each', 'full', 'moon', 'he', 'no', 'longer', 'remembers', 'who', 'he', 'is'];['with', 'each', 'full', 'moon', 'he', 'no', 'longer', 'remembers', 'who', 'he', 'is'];['full', 'moon', 'longer', 'remembers']
Hermione;He'd kill his best friend.;['he', 'kill', 'his', 'best', 'friend'];['he', 'kill', 'his', 'best', 'friend'];['kill', 'best', 'friend']
Hermione;Furthermore, The werewolf only responds to the call of its own kind.;['furthermore', 'the', 'werewolf', 'only', 'responds', 'to', 'the', 'call', 'of', 'its', 'own', 'kind'];['furthermore', 'the', 'werewolf', 'only', 'responds', 'to', 'the', 'call', 'of', 'it', 'own', 'kind'];['furthermore', 'werewolf', 'responds', 'call', 'kind']
Snape;Thank you, Mr. Malfoy.;['thank', 'you', 'malfoy'];['thank', 'you', 'malfoy'];['thank', 'malfoy']
Snape;That's the second time you've spoken out of turn, Miss Granger.;['that', 'the', 'second', 'time', 'you', 'spoken', 'out', 'of', 'turn', 'miss', 'granger'];['that', 'the', 'second', 'time', 'you', 'spoken', 'out', 'of', 'turn', 'miss', 'granger'];['second', 'time', 'spoken', 'turn', 'miss', 'granger']
Snape;Are you incapable of restraining yourself or do you take pride in being an insufferable know-it-all?;['are', 'you', 'incapable', 'of', 'restraining', 'yourself', 'or', 'do', 'you', 'take', 'pride', 'in', 'being', 'an', 'insufferable'];['are', 'you', 'incapable', 'of', 'restraining', 'yourself', 'or', 'do', 'you', 'take', 'pride', 'in', 'being', 'an', 'insufferable'];['incapable', 'restraining', 'take', 'pride', 'insufferable']
Ron;He's got a point, you know.;['he', 'got', 'a', 'point', 'you', 'know'];['he', 'got', 'a', 'point', 'you', 'know'];['point']
Snape;Five points from Gryffindor.;['five', 'points', 'from', 'gryffindor'];['five', 'point', 'from', 'gryffindor'];['five', 'point', 'gryffindor']
Snape;As an antidote to your ignorance, and on my desk, by Monday morning two rolls of parchment on the werewolf, with emphasis on recognizing it.;['as', 'an', 'antidote', 'to', 'your', 'ignorance', 'and', 'on', 'my', 'desk', 'by', 'monday', 'morning', 'two', 'rolls', 'of', 'parchment', 'on', 'the', 'werewolf', 'with', 'emphasis', 'on', 'recognizing', 'it'];['a', 'an', 'antidote', 'to', 'your', 'ignorance', 'and', 'on', 'my', 'desk', 'by', 'monday', 'morning', 'two', 'roll', 'of', 'parchment', 'on', 'the', 'werewolf', 'with', 'emphasis', 'on', 'recognizing', 'it'];['antidote', 'ignorance', 'desk', 'monday', 'morning', 'two', 'roll', 'parchment', 'werewolf', 'emphasis', 'recognizing']
Harry;It's Quidditch tomorrow.;['it', 'quidditch', 'tomorrow'];['it', 'quidditch', 'tomorrow'];['quidditch', 'tomorrow']
Snape;Then I suggest you take extra care, Mr. Potter.;['then', 'i', 'suggest', 'you', 'take', 'extra', 'care', 'potter'];['then', 'i', 'suggest', 'you', 'take', 'extra', 'care', 'potter'];['suggest', 'take', 'extra', 'care', 'potter']
