Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Ron;There isn't a witch or wizard who went bad who wasn't in Slytherin.;['there', 'is', 'a', 'witch', 'or', 'wizard', 'who', 'went', 'bad', 'who', 'was', 'in', 'slytherin'];['there', 'is', 'a', 'witch', 'or', 'wizard', 'who', 'went', 'bad', 'who', 'wa', 'in', 'slytherin'];['witch', 'wizard', 'went', 'bad', 'slytherin']
Mcgonagall;Susan Bones.;['susan', 'bones'];['susan', 'bone'];['susan', 'bone']
Ron;Harry, what is it?;['harry', 'what', 'is', 'it'];['harry', 'what', 'is', 'it'];['harry']
Harry;Nothing. Nothing, I'm fine.;['nothing', 'nothing', 'i', 'fine'];['nothing', 'nothing', 'i', 'fine'];['nothing', 'nothing', 'fine']
Sorting Hat;Let's see I know! Hufflepuff!;['let', 'see', 'i', 'know', 'hufflepuff'];['let', 'see', 'i', 'know', 'hufflepuff'];['let', 'hufflepuff']
Mcgonagall;Ronald Weasley.;['ronald', 'weasley'];['ronald', 'weasley'];['ronald', 'weasley']
Sorting Hat;Another Weasley!;['another', 'weasley'];['another', 'weasley'];['another', 'weasley']
Sorting Hat;I know just what to do with you.;['i', 'know', 'just', 'what', 'to', 'do', 'with', 'you'];['i', 'know', 'just', 'what', 'to', 'do', 'with', 'you'];[]
Sorting Hat;Gryffindor!;['gryffindor'];['gryffindor'];['gryffindor']
Mcgonagall;Harry Potter.;['harry', 'potter'];['harry', 'potter'];['harry', 'potter']
Sorting Hat;Hmm... difficult, very difficult.;['hmm', 'difficult', 'very', 'difficult'];['hmm', 'difficult', 'very', 'difficult'];['hmm', 'difficult', 'difficult']
Sorting Hat;Plenty of courage, I see.;['plenty', 'of', 'courage', 'i', 'see'];['plenty', 'of', 'courage', 'i', 'see'];['plenty', 'courage']
Sorting Hat;Not a bad mind, either.;['not', 'a', 'bad', 'mind', 'either'];['not', 'a', 'bad', 'mind', 'either'];['bad', 'mind', 'either']
Sorting Hat;There's talent, oh, yes.;['there', 'talent', 'oh', 'yes'];['there', 'talent', 'oh', 'yes'];['talent', 'oh']
Sorting Hat;And a thirst to prove yourself.;['and', 'a', 'thirst', 'to', 'prove', 'yourself'];['and', 'a', 'thirst', 'to', 'prove', 'yourself'];['thirst', 'prove']
Sorting Hat;But where to put you?;['but', 'where', 'to', 'put', 'you'];['but', 'where', 'to', 'put', 'you'];['put']
Harry;Not Slytherin, not Slytherin!;['not', 'slytherin', 'not', 'slytherin'];['not', 'slytherin', 'not', 'slytherin'];['slytherin', 'slytherin']
Sorting Hat;Not Slytherin, eh? Are you sure?;['not', 'slytherin', 'eh', 'are', 'you', 'sure'];['not', 'slytherin', 'eh', 'are', 'you', 'sure'];['slytherin', 'eh', 'sure']
Sorting Hat;You could be great, you know.;['you', 'could', 'be', 'great', 'you', 'know'];['you', 'could', 'be', 'great', 'you', 'know'];['could', 'great']
Sorting Hat;It's all here, in your head.;['it', 'all', 'here', 'in', 'your', 'head'];['it', 'all', 'here', 'in', 'your', 'head'];['head']
Sorting Hat;And Slytherin will help you on the way to greatnesses, no doubt about that.;['and', 'slytherin', 'will', 'help', 'you', 'on', 'the', 'way', 'to', 'greatnesses', 'no', 'doubt', 'about', 'that'];['and', 'slytherin', 'will', 'help', 'you', 'on', 'the', 'way', 'to', 'greatness', 'no', 'doubt', 'about', 'that'];['slytherin', 'help', 'way', 'greatness', 'doubt']
Sorting Hat;No? Well, if you're sure.;['no', 'well', 'if', 'you', 'sure'];['no', 'well', 'if', 'you', 'sure'];['well', 'sure']
Sorting Hat;Better be...Gryffindor!;['better', 'be', 'gryffindor'];['better', 'be', 'gryffindor'];['better', 'gryffindor']
Mcgonagall;Your attention, please.;['your', 'attention', 'please'];['your', 'attention', 'please'];['attention', 'please']
Dumbledore;Let the feast begin.;['let', 'the', 'feast', 'begin'];['let', 'the', 'feast', 'begin'];['let', 'feast', 'begin']
Seamus;I'm half and half.;['i', 'half', 'and', 'half'];['i', 'half', 'and', 'half'];['half', 'half']
Seamus;My dad's a Muggle. Mum's a witch.;['my', 'dad', 'a', 'muggle', 'mum', 'a', 'witch'];['my', 'dad', 'a', 'muggle', 'mum', 'a', 'witch'];['dad', 'muggle', 'mum', 'witch']
Seamus;Bit of a nasty shock for him when he found out.;['bit', 'of', 'a', 'nasty', 'shock', 'for', 'him', 'when', 'he', 'found', 'out'];['bit', 'of', 'a', 'nasty', 'shock', 'for', 'him', 'when', 'he', 'found', 'out'];['bit', 'nasty', 'shock', 'found']
Harry;Say, Percy, who's that teacher talking to Professor Quirrell?;['say', 'percy', 'who', 'that', 'teacher', 'talking', 'to', 'professor', 'quirrell'];['say', 'percy', 'who', 'that', 'teacher', 'talking', 'to', 'professor', 'quirrell'];['say', 'percy', 'teacher', 'talking', 'professor', 'quirrell']
Percy;Oh, thats Professor Snape, head of Slytherin house.;['oh', 'thats', 'professor', 'snape', 'head', 'of', 'slytherin', 'house'];['oh', 'thats', 'professor', 'snape', 'head', 'of', 'slytherin', 'house'];['oh', 'thats', 'professor', 'snape', 'head', 'slytherin', 'house']
Harry;What's he teach?;['what', 'he', 'teach'];['what', 'he', 'teach'];['teach']
Percy;Potions.;['potions'];['potion'];['potion']
Percy;But everyone knows, its the Dark Arts he fancies.;['but', 'everyone', 'knows', 'its', 'the', 'dark', 'arts', 'he', 'fancies'];['but', 'everyone', 'know', 'it', 'the', 'dark', 'art', 'he', 'fancy'];['everyone', 'dark', 'art', 'fancy']
Percy;He's been after Quirrell's job for years.;['he', 'been', 'after', 'quirrell', 'job', 'for', 'years'];['he', 'been', 'after', 'quirrell', 'job', 'for', 'year'];['quirrell', 'job', 'year']
Sir Nicholas;Hello! How are you?;['hello', 'how', 'are', 'you'];['hello', 'how', 'are', 'you'];['hello']
Sir Nicholas;Welcome to Gryffindor.;['welcome', 'to', 'gryffindor'];['welcome', 'to', 'gryffindor'];['welcome', 'gryffindor']
Girl;Look, It's the Bloody Baron!;['look', 'it', 'the', 'bloody', 'baron'];['look', 'it', 'the', 'bloody', 'baron'];['look', 'bloody', 'baron']
Percy;Hello, Sir Nicholas.;['hello', 'sir', 'nicholas'];['hello', 'sir', 'nicholas'];['hello', 'sir', 'nicholas']
Percy;Have a nice summer?;['have', 'a', 'nice', 'summer'];['have', 'a', 'nice', 'summer'];['nice', 'summer']
Sir Nicholas;Dismal. Once again, my request to join the Headless Hunt has been denied.;['dismal', 'once', 'again', 'my', 'request', 'to', 'join', 'the', 'headless', 'hunt', 'has', 'been', 'denied'];['dismal', 'once', 'again', 'my', 'request', 'to', 'join', 'the', 'headless', 'hunt', 'ha', 'been', 'denied'];['dismal', 'request', 'join', 'headless', 'hunt', 'denied']
Ron;I know you.;['i', 'know', 'you'];['i', 'know', 'you'];[]
Ron;You're Nearly Headless Nick.;['you', 'nearly', 'headless', 'nick'];['you', 'nearly', 'headless', 'nick'];['nearly', 'headless', 'nick']
Sir Nicholas;I prefer Sir Nicholas, if you don't mind.;['i', 'prefer', 'sir', 'nicholas', 'if', 'you', 'do', 'mind'];['i', 'prefer', 'sir', 'nicholas', 'if', 'you', 'do', 'mind'];['prefer', 'sir', 'nicholas', 'mind']
Hermione;Nearly headless?;['nearly', 'headless'];['nearly', 'headless'];['nearly', 'headless']
Hermione;How can you be nearly headless?;['how', 'can', 'you', 'be', 'nearly', 'headless'];['how', 'can', 'you', 'be', 'nearly', 'headless'];['nearly', 'headless']
Sir Nicholas;Like this.;['like', 'this'];['like', 'this'];['like']
Percy;Gryffindors, follow me please.;['gryffindors', 'follow', 'me', 'please'];['gryffindors', 'follow', 'me', 'please'];['gryffindors', 'follow', 'please']
Percy;Keep up. Thank you.;['keep', 'up', 'thank', 'you'];['keep', 'up', 'thank', 'you'];['keep', 'thank']
Boy;Ravenclaw, follow me. This way.;['ravenclaw', 'follow', 'me', 'this', 'way'];['ravenclaw', 'follow', 'me', 'this', 'way'];['ravenclaw', 'follow', 'way']
Percy;This is the most direct path to the dormitories.;['this', 'is', 'the', 'most', 'direct', 'path', 'to', 'the', 'dormitories'];['this', 'is', 'the', 'most', 'direct', 'path', 'to', 'the', 'dormitory'];['direct', 'path', 'dormitory']
Percy;Oh, and keep an eye on the staircases.;['oh', 'and', 'keep', 'an', 'eye', 'on', 'the', 'staircases'];['oh', 'and', 'keep', 'an', 'eye', 'on', 'the', 'staircase'];['oh', 'keep', 'eye', 'staircase']
Percy;They like to change.;['they', 'like', 'to', 'change'];['they', 'like', 'to', 'change'];['like', 'change']
Percy;Keep up, please, and follow me.;['keep', 'up', 'please', 'and', 'follow', 'me'];['keep', 'up', 'please', 'and', 'follow', 'me'];['keep', 'please', 'follow']
Percy;Quickly now, come on. Come on.;['quickly', 'now', 'come', 'on', 'come', 'on'];['quickly', 'now', 'come', 'on', 'come', 'on'];['quickly']
Neville;That picture's moving.;['that', 'picture', 'moving'];['that', 'picture', 'moving'];['picture', 'moving']
Ron;Look at that one.;['look', 'at', 'that', 'one'];['look', 'at', 'that', 'one'];['look', 'one']
Harry;I think she fancies you.;['i', 'think', 'she', 'fancies', 'you'];['i', 'think', 'she', 'fancy', 'you'];['think', 'fancy']
Girl;Oh, look! Look!;['oh', 'look', 'look'];['oh', 'look', 'look'];['oh', 'look', 'look']
Girl;Who's that girl?;['who', 'that', 'girl'];['who', 'that', 'girl'];['girl']
Man In Paint;Welcome to Hogwarts.;['welcome', 'to', 'hogwarts'];['welcome', 'to', 'hogwarts'];['welcome', 'hogwarts']
Fat Lady;Password?;['password'];['password'];['password']
Percy;Caput Draconis.;['caput', 'draconis'];['caput', 'draconis'];['caput', 'draconis']
Percy;Follow me, everyone. Keep up.;['follow', 'me', 'everyone', 'keep', 'up'];['follow', 'me', 'everyone', 'keep', 'up'];['follow', 'everyone', 'keep']
Percy;Quickly, come on.;['quickly', 'come', 'on'];['quickly', 'come', 'on'];['quickly']
Percy;Gather around here.;['gather', 'around', 'here'];['gather', 'around', 'here'];['gather', 'around']
Percy;Welcome to the Gryffindor common room.;['welcome', 'to', 'the', 'gryffindor', 'common', 'room'];['welcome', 'to', 'the', 'gryffindor', 'common', 'room'];['welcome', 'gryffindor', 'common', 'room']
Percy;Boys' dormitory is upstairs and down to your left.;['boys', 'dormitory', 'is', 'upstairs', 'and', 'down', 'to', 'your', 'left'];['boy', 'dormitory', 'is', 'upstairs', 'and', 'down', 'to', 'your', 'left'];['boy', 'dormitory', 'upstairs', 'left']
Percy;Girls, the same on your right.;['girls', 'the', 'same', 'on', 'your', 'right'];['girl', 'the', 'same', 'on', 'your', 'right'];['girl', 'right']
Percy;You'll find that your belongings have already been brought up.;['you', 'find', 'that', 'your', 'belongings', 'have', 'already', 'been', 'brought', 'up'];['you', 'find', 'that', 'your', 'belonging', 'have', 'already', 'been', 'brought', 'up'];['find', 'belonging', 'already', 'brought']
Ron;Made it!;['made', 'it'];['made', 'it'];['made']
Ron;Can you imagine the look on old McGonagall's face if we were late?;['can', 'you', 'imagine', 'the', 'look', 'on', 'old', 'mcgonagall', 'face', 'if', 'we', 'were', 'late'];['can', 'you', 'imagine', 'the', 'look', 'on', 'old', 'mcgonagall', 'face', 'if', 'we', 'were', 'late'];['imagine', 'look', 'old', 'mcgonagall', 'face', 'late']
Ron;That was bloody brilliant!;['that', 'was', 'bloody', 'brilliant'];['that', 'wa', 'bloody', 'brilliant'];['bloody', 'brilliant']
Mcgonagall;Thank you for that assessment, Mr Weasley.;['thank', 'you', 'for', 'that', 'assessment', 'mr', 'weasley'];['thank', 'you', 'for', 'that', 'assessment', 'mr', 'weasley'];['thank', 'assessment', 'mr', 'weasley']
Mcgonagall;Perhaps, lt'd be more useful if I were to transfigure Mr. Potter and yourself into a pocket-watch.;['perhaps', 'lt', 'be', 'more', 'useful', 'if', 'i', 'were', 'to', 'transfigure', 'potter', 'and', 'yourself', 'into', 'a'];['perhaps', 'lt', 'be', 'more', 'useful', 'if', 'i', 'were', 'to', 'transfigure', 'potter', 'and', 'yourself', 'into', 'a'];['perhaps', 'lt', 'useful', 'transfigure', 'potter']
Mcgonagall;That way, one of you might be on time.;['that', 'way', 'one', 'of', 'you', 'might', 'be', 'on', 'time'];['that', 'way', 'one', 'of', 'you', 'might', 'be', 'on', 'time'];['way', 'one', 'might', 'time']
Harry;We got lost.;['we', 'got', 'lost'];['we', 'got', 'lost'];['lost']
Mcgonagall;Then perhaps a map?;['then', 'perhaps', 'a', 'map'];['then', 'perhaps', 'a', 'map'];['perhaps', 'map']
Mcgonagall;I trust you don't need one to find your seats.;['i', 'trust', 'you', 'do', 'need', 'one', 'to', 'find', 'your', 'seats'];['i', 'trust', 'you', 'do', 'need', 'one', 'to', 'find', 'your', 'seat'];['trust', 'need', 'one', 'find', 'seat']
Snape;There will be no foolish wand-waving or silly incantations in this class.;['there', 'will', 'be', 'no', 'foolish', 'or', 'silly', 'incantations', 'in', 'this', 'class'];['there', 'will', 'be', 'no', 'foolish', 'or', 'silly', 'incantation', 'in', 'this', 'class'];['foolish', 'silly', 'incantation', 'class']
Snape;As such, I don't expect many of you to appreciate the subtle science and exact art that is potion-making.;['as', 'such', 'i', 'do', 'expect', 'many', 'of', 'you', 'to', 'appreciate', 'the', 'subtle', 'science', 'and', 'exact', 'art', 'that', 'is'];['a', 'such', 'i', 'do', 'expect', 'many', 'of', 'you', 'to', 'appreciate', 'the', 'subtle', 'science', 'and', 'exact', 'art', 'that', 'is'];['expect', 'many', 'appreciate', 'subtle', 'science', 'exact', 'art']
Snape;However, for those select few who possess the predisposition I can teach you how to bewitch the mind and ensnare the senses.;['however', 'for', 'those', 'select', 'few', 'who', 'possess', 'the', 'predisposition', 'i', 'can', 'teach', 'you', 'how', 'to', 'bewitch', 'the', 'mind', 'and', 'ensnare', 'the', 'senses'];['however', 'for', 'those', 'select', 'few', 'who', 'posse', 'the', 'predisposition', 'i', 'can', 'teach', 'you', 'how', 'to', 'bewitch', 'the', 'mind', 'and', 'ensnare', 'the', 'sens'];['however', 'select', 'posse', 'predisposition', 'teach', 'bewitch', 'mind', 'ensnare', 'sens']
Snape;I can tell you how to bottle fame brew glory and even put a stopper in death.;['i', 'can', 'tell', 'you', 'how', 'to', 'bottle', 'fame', 'brew', 'glory', 'and', 'even', 'put', 'a', 'stopper', 'in', 'death'];['i', 'can', 'tell', 'you', 'how', 'to', 'bottle', 'fame', 'brew', 'glory', 'and', 'even', 'put', 'a', 'stopper', 'in', 'death'];['tell', 'bottle', 'fame', 'brew', 'glory', 'even', 'put', 'stopper', 'death']
Snape;Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confident enough to not pay attention.;['then', 'again', 'maybe', 'some', 'of', 'you', 'have', 'come', 'to', 'hogwarts', 'in', 'possession', 'of', 'abilities', 'so', 'formidable', 'that', 'you', 'feel', 'confident', 'enough', 'to', 'not', 'pay', 'attention'];['then', 'again', 'maybe', 'some', 'of', 'you', 'have', 'come', 'to', 'hogwarts', 'in', 'possession', 'of', 'ability', 'so', 'formidable', 'that', 'you', 'feel', 'confident', 'enough', 'to', 'not', 'pay', 'attention'];['maybe', 'hogwarts', 'possession', 'ability', 'formidable', 'feel', 'confident', 'enough', 'pay', 'attention']
Snape;Mr. Potter.;['potter'];['potter'];['potter']
Snape;Our new celebrity.;['our', 'new', 'celebrity'];['our', 'new', 'celebrity'];['new', 'celebrity']
Snape;Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood?;['tell', 'me', 'what', 'would', 'i', 'get', 'if', 'i', 'added', 'powdered', 'root', 'of', 'asphodel', 'to', 'an', 'infusion', 'of', 'wormwood'];['tell', 'me', 'what', 'would', 'i', 'get', 'if', 'i', 'added', 'powdered', 'root', 'of', 'asphodel', 'to', 'an', 'infusion', 'of', 'wormwood'];['tell', 'would', 'added', 'powdered', 'root', 'asphodel', 'infusion', 'wormwood']
Snape;You don't know? Well, let's try again.;['you', 'do', 'know', 'well', 'let', 'try', 'again'];['you', 'do', 'know', 'well', 'let', 'try', 'again'];['well', 'let', 'try']
Snape;Where, Mr Potter, would you look if I asked you to find me a bezoar?;['where', 'mr', 'potter', 'would', 'you', 'look', 'if', 'i', 'asked', 'you', 'to', 'find', 'me', 'a', 'bezoar'];['where', 'mr', 'potter', 'would', 'you', 'look', 'if', 'i', 'asked', 'you', 'to', 'find', 'me', 'a', 'bezoar'];['mr', 'potter', 'would', 'look', 'asked', 'find', 'bezoar']
Harry;I don't know, Sir.;['i', 'do', 'know', 'sir'];['i', 'do', 'know', 'sir'];['sir']
Snape;And what is the difference between monkshood and wolfsbane?;['and', 'what', 'is', 'the', 'difference', 'between', 'monkshood', 'and', 'wolfsbane'];['and', 'what', 'is', 'the', 'difference', 'between', 'monkshood', 'and', 'wolfsbane'];['difference', 'monkshood', 'wolfsbane']
Harry;I don't know, Sir.;['i', 'do', 'know', 'sir'];['i', 'do', 'know', 'sir'];['sir']
Snape;Pity.;['pity'];['pity'];['pity']
Snape;Clearly, fame isn't everything is it, Mr. Potter?;['clearly', 'fame', 'is', 'everything', 'is', 'it', 'potter'];['clearly', 'fame', 'is', 'everything', 'is', 'it', 'potter'];['clearly', 'fame', 'everything', 'potter']
Harry;Clearly, Hermione knows.;['clearly', 'hermione', 'knows'];['clearly', 'hermione', 'know'];['clearly', 'hermione']
Harry;Seems a pity not to ask her.;['seems', 'a', 'pity', 'not', 'to', 'ask', 'her'];['seems', 'a', 'pity', 'not', 'to', 'ask', 'her'];['seems', 'pity', 'ask']
Snape;Silence.;['silence'];['silence'];['silence']
Snape;Put your hand down, you silly girl!;['put', 'your', 'hand', 'down', 'you', 'silly', 'girl'];['put', 'your', 'hand', 'down', 'you', 'silly', 'girl'];['put', 'hand', 'silly', 'girl']
Snape;For your information, Potter;['for', 'your', 'information', 'potter'];['for', 'your', 'information', 'potter'];['information', 'potter']
Snape;Asphodel and wormwood make a sleeping potion so powerful it is known as the Draught of the Living Dead.;['asphodel', 'and', 'wormwood', 'make', 'a', 'sleeping', 'potion', 'so', 'powerful', 'it', 'is', 'known', 'as', 'the', 'draught', 'of', 'the', 'living', 'dead'];['asphodel', 'and', 'wormwood', 'make', 'a', 'sleeping', 'potion', 'so', 'powerful', 'it', 'is', 'known', 'a', 'the', 'draught', 'of', 'the', 'living', 'dead'];['asphodel', 'wormwood', 'make', 'sleeping', 'potion', 'powerful', 'known', 'draught', 'living', 'dead']
Snape;A bezoar is a stone taken from the stomach of a goat and it will save you from most poisons.;['a', 'bezoar', 'is', 'a', 'stone', 'taken', 'from', 'the', 'stomach', 'of', 'a', 'goat', 'and', 'it', 'will', 'save', 'you', 'from', 'most', 'poisons'];['a', 'bezoar', 'is', 'a', 'stone', 'taken', 'from', 'the', 'stomach', 'of', 'a', 'goat', 'and', 'it', 'will', 'save', 'you', 'from', 'most', 'poison'];['bezoar', 'stone', 'taken', 'stomach', 'goat', 'save', 'poison']
Snape;As for monkshood and wolfsbane, they are the same plant, which also goes by the name of aconite.;['as', 'for', 'monkshood', 'and', 'wolfsbane', 'they', 'are', 'the', 'same', 'plant', 'which', 'also', 'goes', 'by', 'the', 'name', 'of', 'aconite'];['a', 'for', 'monkshood', 'and', 'wolfsbane', 'they', 'are', 'the', 'same', 'plant', 'which', 'also', 'go', 'by', 'the', 'name', 'of', 'aconite'];['monkshood', 'wolfsbane', 'plant', 'also', 'name', 'aconite']
Snape;Well...;['well'];['well'];['well']
Snape;Why aren't you all copying this down?;['why', 'are', 'you', 'all', 'copying', 'this', 'down'];['why', 'are', 'you', 'all', 'copying', 'this', 'down'];['copying']
Snape;And Gryffindors note that five points will be taken from your house for your classmate's cheek.;['and', 'gryffindors', 'note', 'that', 'five', 'points', 'will', 'be', 'taken', 'from', 'your', 'house', 'for', 'your', 'classmate', 'cheek'];['and', 'gryffindors', 'note', 'that', 'five', 'point', 'will', 'be', 'taken', 'from', 'your', 'house', 'for', 'your', 'classmate', 'cheek'];['gryffindors', 'note', 'five', 'point', 'taken', 'house', 'classmate', 'cheek']
